Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
1993-02-26,25.408224013219158,25.408224013219158,25.26528041820808,25.390356063842773,66200,26,4,8,2,1993
1993-03-01,25.479701196297675,25.479701196297675,25.283153711613753,25.318889617919922,66500,1,0,9,3,1993
1993-03-02,25.336765053209245,25.694124221801758,25.301029136349992,25.694124221801758,182400,2,1,9,3,1993
1993-03-03,25.72985873658241,25.81919852386221,25.69412282167049,25.80133056640625,280100,3,2,9,3,1993
1993-03-04,25.83705811779479,25.83705811779479,25.65837860107422,25.65837860107422,89500,4,3,9,3,1993
1993-03-05,25.694116056964383,25.801323773474664,25.569040387702387,25.5869083404541,40000,5,4,9,3,1993
1993-03-08,25.64052434566894,26.158695220947266,25.64052434566894,26.158695220947266,50800,8,0,10,3,1993
1993-03-09,26.10508520297599,26.122953159993767,26.01574541788709,26.06934928894043,169300,9,1,10,3,1993
1993-03-10,26.069341929601418,26.12294578552246,25.962134217759328,26.12294578552246,194400,10,2,10,3,1993
1993-03-11,26.14082677341456,26.212298616950896,26.015751047225972,26.05148696899414,70900,11,3,10,3,1993
1993-03-12,25.837064485292178,25.85493244136776,25.62264901238519,25.78346061706543,643600,12,4,10,3,1993
1993-03-15,25.765602743214572,25.908546447753906,25.765602743214572,25.908546447753906,310800,15,0,11,3,1993
1993-03-16,25.908546447753906,25.98001830002357,25.908546447753906,25.908546447753906,30800,16,1,11,3,1993
1993-03-17,25.872784891863155,25.872784891863155,25.711973383557375,25.747709274291992,21800,17,2,11,3,1993
1993-03-18,25.854942558551656,26.015754226158403,25.854942558551656,25.908546447753906,59300,18,3,11,3,1993
1993-03-19,26.012940542471235,26.012940542471235,25.869321823120117,25.869321823120117,66900,19,4,11,3,1993
1993-03-22,25.617992048403305,25.779563126494146,25.60003970639321,25.725706100463867,183400,22,0,12,3,1993
1993-03-23,25.797508611652514,25.815460948890962,25.743651599937163,25.779556274414062,55200,23,1,12,3,1993
1993-03-24,25.743651599937163,25.88727029784476,25.617985239268013,25.779556274414062,37200,24,2,12,3,1993
1993-03-25,25.79750717981464,25.994982878477103,25.761602507330554,25.941125869750977,110100,25,3,12,3,1993
1993-03-26,25.923186098442528,25.94113844338605,25.77956733889437,25.79751968383789,101500,26,4,12,3,1993
1993-03-29,25.815471659744276,26.030899795986926,25.815471659744276,25.90523338317871,87100,29,0,13,3,1993
1993-03-30,25.94114227136745,25.977046966552734,25.905237576182166,25.977046966552734,56000,30,1,13,3,1993
1993-03-31,26.048843342898465,26.120652697393016,25.959081649780273,25.959081649780273,111600,31,2,13,3,1993
1993-04-01,25.994988202552346,25.994988202552346,25.815464803363447,25.869321823120117,129500,1,3,13,4,1993
1993-04-02,25.65390512505632,25.65390512505632,25.33076286315918,25.33076286315918,59400,2,4,13,4,1993
1993-04-05,25.52823791719122,25.52823791719122,25.384619138472846,25.45642852783203,172200,5,0,14,4,1993
1993-04-06,25.510275604701278,25.510275604701278,25.31279986110401,25.38460922241211,129700,6,1,14,4,1993
1993-04-07,25.42051964531993,25.474376678466797,25.36666261217307,25.474376678466797,28000,7,2,14,4,1993
1993-04-08,25.582099179609106,25.582099179609106,25.330766275388385,25.438480377197266,180800,8,3,14,4,1993
1993-04-12,25.689805614176773,25.81547202878141,25.653900924289733,25.79751968383789,348500,12,0,15,4,1993
1993-04-13,25.779571909374663,25.941143042511413,25.761619561248356,25.851381301879883,146100,13,1,15,4,1993
1993-04-14,25.869334417191933,25.887286765850636,25.797525022557117,25.81547737121582,119600,14,2,15,4,1993
1993-04-15,25.797525022557117,25.869334417191933,25.7077632792636,25.81547737121582,148600,15,3,15,4,1993
1993-04-16,25.833429719874523,25.869334417191933,25.779572673898414,25.81547737121582,47900,16,4,15,4,1993
1993-04-19,25.81546627343034,25.887275637195096,25.689799886842014,25.707752227783203,157000,19,0,16,4,1993
1993-04-20,25.671855926513672,25.707760620117188,25.42052307128906,25.582094192504883,279500,20,1,16,4,1993
1993-04-21,25.635949702745073,25.635949702745073,25.492330936903365,25.56414031982422,67900,21,2,16,4,1993
1993-04-22,25.456425456539495,25.671853598625866,25.240997314453125,25.240997314453125,97700,22,3,16,4,1993
1993-04-23,25.187127271379744,25.258936614990233,25.09736559186663,25.133270263671875,106000,23,4,16,4,1993
1993-04-26,25.15123633020125,25.240998058717313,24.863998798949844,24.935808181762695,62600,26,0,17,4,1993
1993-04-27,24.899897853873053,25.205087661743164,24.899897853873053,25.205087661743164,156800,27,1,17,4,1993
1993-04-28,25.169182199482236,25.22303922273362,25.115325176230847,25.151229858398438,85900,28,2,17,4,1993
1993-04-29,25.205082728664504,25.258939743041992,25.06146402365787,25.258939743041992,85000,29,3,17,4,1993
1993-04-30,25.348708332134866,25.438470047192002,25.294851303100586,25.294851303100586,88500,30,4,17,4,1993
1993-05-03,25.330762096453455,25.45642852783203,25.223048012414672,25.45642852783203,80500,3,0,18,5,1993
1993-05-04,25.510287471832896,25.63595391258084,25.474382774476343,25.546192169189453,149100,4,1,18,5,1993
1993-05-05,25.5461963461092,25.70776751063132,25.5461963461092,25.618005752563477,109000,5,2,18,5,1993
1993-05-06,25.58210298481873,25.600055337790533,25.51029357293152,25.52824592590332,54700,6,3,18,5,1993
1993-05-07,25.54618605599595,25.54618605599595,25.438471989702222,25.474376678466797,68000,7,4,18,5,1993
1993-05-10,25.51029357293152,25.67186474967774,25.51029357293152,25.52824592590332,113900,10,0,19,5,1993
1993-05-11,25.528226515826056,25.635940551757812,25.45641715853822,25.635940551757812,42600,11,1,19,5,1993
1993-05-12,25.528225359709367,25.617987052254055,25.528225359709367,25.600034713745117,31000,12,2,19,5,1993
1993-05-13,25.49232707622628,25.49232707622628,25.27689896008916,25.294851303100586,129100,13,3,19,5,1993
1993-05-14,25.294853589751504,25.366662968288768,25.25894890048287,25.276901245117188,63500,14,4,19,5,1993
1993-05-17,25.348708728485217,25.366661071777344,25.240994668732448,25.366661071777344,34000,17,0,20,5,1993
1993-05-18,25.38462525386648,25.402577605531167,25.25895879221368,25.34872055053711,105200,18,1,20,5,1993
1993-05-19,25.348703965472314,25.869321823120117,25.187132906202308,25.869321823120117,50200,19,2,20,5,1993
1993-05-20,25.86931652478281,25.941125869750977,25.81545951605668,25.941125869750977,98200,20,3,20,5,1993
1993-05-21,25.959085000959856,25.994989682842235,25.689799886842014,25.707752227783203,221400,21,4,20,5,1993
1993-05-24,25.76162032523971,25.90523911450934,25.76162032523971,25.81547737121582,30500,24,0,21,5,1993
1993-05-25,25.923178842876787,25.923178842876787,25.869321823120117,25.869321823120117,191800,25,1,21,5,1993
1993-05-26,25.941137728256425,26.21042289498573,25.923185383807805,26.19247055053711,102400,26,2,21,5,1993
1993-05-27,26.228367561487254,26.228367561487254,26.066796508747085,26.10270118713379,53800,27,3,21,5,1993
1993-05-28,26.084761052108586,26.084761052108586,25.851380533404242,25.977046966552734,79100,28,4,21,5,1993
1993-06-01,26.06680338583443,26.31813620084936,26.030898697975154,26.228374481201172,28300,1,1,22,6,1993
1993-06-02,26.15656586163987,26.282232272780213,26.04885179494815,26.19247055053711,20300,2,2,22,6,1993
1993-06-03,26.138605865520493,26.138605865520493,26.048844169553732,26.10270118713379,21600,3,3,22,6,1993
1993-06-04,26.030912787606585,26.030912787606585,25.90524631208021,26.01296043395996,32000,4,4,22,6,1993
1993-06-07,26.066806021819815,26.066806021819815,25.923187255859375,25.923187255859375,121400,7,0,23,6,1993
1993-06-08,25.851379010662342,25.851379010662342,25.689807891845703,25.689807891845703,104500,8,1,23,6,1993
1993-06-09,25.779556274414062,25.88727029784476,25.743651599937163,25.779556274414062,43300,9,2,23,6,1993
1993-06-10,25.76161499395085,25.81547202878141,25.707757959120293,25.79751968383789,17900,10,3,23,6,1993
1993-06-11,25.887281038491825,25.941138072552487,25.797519315057386,25.90523338317871,647400,11,4,23,6,1993
1993-06-14,25.941131182795676,25.959083522714565,25.869321823120117,25.869321823120117,64200,14,0,24,6,1993
1993-06-15,25.90523911450934,25.923191463168042,25.81547737121582,25.81547737121582,142400,15,1,24,6,1993
1993-06-16,25.815464803363447,25.869321823120117,25.74365544368789,25.869321823120117,330900,16,2,24,6,1993
1993-06-17,25.923176972533,25.959081649780273,25.869319956662086,25.959081649780273,37400,17,3,24,6,1993
1993-06-18,25.944185116317836,25.944185116317836,25.745309829711914,25.745309829711914,58500,18,4,24,6,1993
1993-06-21,25.81762867468424,25.81762867468424,25.763389958981122,25.799549102783203,29300,21,0,25,6,1993
1993-06-22,25.835706523820466,25.835706523820466,25.78146781173407,25.817626953125,137500,22,1,25,6,1993
1993-06-23,25.817626424728772,25.817626424728772,25.582592010498047,25.582592010498047,227600,23,2,25,6,1993
1993-06-24,25.654925138880518,25.926118850708008,25.654925138880518,25.926118850708008,243700,24,3,25,6,1993
1993-06-25,25.908035278320312,25.98035359033237,25.889955700317298,25.908035278320312,44800,25,4,25,6,1993
1993-06-28,26.034581912970694,26.197298049926758,25.9984227714249,26.197298049926758,439900,28,0,26,6,1993
1993-06-29,26.161141423345768,26.161141423345768,26.034584415769114,26.070743560791016,207500,29,1,26,6,1993
1993-06-30,26.106902705812917,26.161141423345768,26.034584415769114,26.070743560791016,437600,30,2,26,6,1993
1993-07-01,26.106911538539244,26.106911538539244,25.962274909516864,25.99843406677246,605700,1,3,26,7,1993
1993-07-02,25.90803091542704,25.92611049038547,25.76339431575962,25.853792190551758,285400,2,4,26,7,1993
1993-07-06,25.817626424728772,25.889944706030533,25.546432869847166,25.582592010498047,246400,6,1,27,7,1993
1993-07-07,25.56451698824753,25.691074003040832,25.56451698824753,25.65491485595703,343700,7,2,27,7,1993
1993-07-08,25.672993570254658,25.99842588311704,25.636834424381057,25.94418716430664,248200,8,3,27,7,1993
1993-07-09,25.94418790126692,26.01650619506836,25.88994918091584,26.01650619506836,378200,9,4,27,7,1993
1993-07-12,25.980354488144663,26.016513645400256,25.94419533088907,25.99843406677246,373700,12,0,28,7,1993
1993-07-13,26.01650200606886,26.088820288226103,25.835706300675746,25.980342864990234,389600,13,1,28,7,1993
1993-07-14,25.998425270747212,26.14306185083482,25.980345698236263,26.070743560791016,617300,14,2,28,7,1993
1993-07-15,26.05265713136508,26.05265713136508,25.90802058934501,25.96225929260254,443800,15,3,28,7,1993
1993-07-16,25.980351496009188,25.998431072554776,25.853794460190077,25.88995361328125,216400,16,4,28,7,1993
1993-07-19,25.889947705965287,25.889947705965287,25.799549843863453,25.871868133544922,188200,19,0,29,7,1993
1993-07-20,25.853789299622647,25.94418716430664,25.727232289065054,25.94418716430664,68500,20,1,29,7,1993
1993-07-21,25.90803926991951,25.926118850708008,25.835720946765512,25.926118850708008,142700,21,2,29,7,1993
1993-07-22,25.889946401788947,25.926105544808205,25.745309829711914,25.745309829711914,632400,22,3,29,7,1993
1993-07-23,25.799549843863453,25.871868133544922,25.781470271443087,25.871868133544922,286200,23,4,29,7,1993
1993-07-26,25.94418790126692,26.070744915419443,25.94418790126692,26.01650619506836,121300,26,0,30,7,1993
1993-07-27,26.034593224028054,26.052672802655852,25.908036173633473,25.99843406677246,92800,27,1,30,7,1993
1993-07-28,25.94418716430664,25.99842588311704,25.908028018433043,25.94418716430664,30800,28,2,30,7,1993
1993-07-29,25.99842355454538,26.161139696402756,25.962264411910407,26.088821411132812,331000,29,3,30,7,1993
1993-07-30,26.088823747801033,26.088823747801033,25.908028018433043,25.94418716430664,75300,30,4,30,7,1993
1993-08-02,25.98034704816764,26.10690406232016,25.98034704816764,26.01650619506836,41300,2,0,31,8,1993
1993-08-03,26.0707450999154,26.143063394228616,25.944188084867264,26.03458595275879,81600,3,1,31,8,1993
1993-08-04,26.03458595275879,26.088824673493704,25.96226765844557,26.03458595275879,434000,4,2,31,8,1993
1993-08-05,26.03458157660817,26.03458157660817,25.944183723911614,25.980342864990234,36800,5,3,31,8,1993
1993-08-06,26.05266534196908,26.070744915419443,25.98034704816764,26.01650619506836,402300,6,4,31,8,1993
1993-08-09,26.088825958715937,26.233462554467653,26.034587235309044,26.161144256591797,828200,9,0,32,8,1993
1993-08-10,26.143062591552734,26.161142164575935,26.106903445506326,26.143062591552734,604900,10,1,32,8,1993
1993-08-11,26.12498301852953,26.215380883645548,26.12498301852953,26.143062591552734,542200,11,2,32,8,1993
1993-08-12,26.215380140878622,26.215380140878622,25.980345698236263,26.070743560791016,303700,12,3,32,8,1993
1993-08-13,26.088821597376686,26.124980740269795,26.088821597376686,26.106901168823242,103500,13,4,32,8,1993
1993-08-16,26.12498032488442,26.323855607634407,26.12498032488442,26.251537322998047,241800,16,0,33,8,1993
1993-08-17,26.233466278631226,26.341943740844727,26.233466278631226,26.341943740844727,369300,17,1,33,8,1993
1993-08-18,26.432341164859082,26.54081862517998,26.41426158813893,26.48657989501953,414300,18,2,33,8,1993
1993-08-19,26.504659471739682,26.504659471739682,26.450420741579233,26.48657989501953,28500,19,3,33,8,1993
1993-08-20,26.432345149624396,26.504663467407227,26.41426557017869,26.504663467407227,80700,20,4,33,8,1993
1993-08-23,26.396158808970892,26.468477052283138,26.396158808970892,26.450397491455078,15600,23,0,34,8,1993
1993-08-24,26.450417587610417,26.73969078063965,26.450417587610417,26.73969078063965,273400,24,1,34,8,1993
1993-08-25,26.739700493941434,26.866257561864078,26.703541331677823,26.757780075073242,242300,25,2,34,8,1993
1993-08-26,26.775854110717773,26.92049072981686,26.66737664639346,26.775854110717773,120000,26,3,34,8,1993
1993-08-27,26.703541331677823,26.757780075073242,26.703541331677823,26.757780075073242,25700,27,4,34,8,1993
1993-08-30,26.775845504545106,26.90240250557942,26.775845504545106,26.866243362426758,183500,30,0,35,8,1993
1993-08-31,26.84817023565305,26.938568115234375,26.812011083820522,26.938568115234375,66500,31,1,35,8,1993
1993-09-01,26.848171776340855,26.956649238063445,26.848171776340855,26.90241050720215,136500,1,2,35,9,1993
1993-09-02,26.92048534668545,26.956644494229685,26.793928330280615,26.812007904052734,472400,2,3,35,9,1993
1993-09-03,26.79392851395106,26.86624680953527,26.75776936615895,26.830087661743164,630500,3,4,35,9,1993
1993-09-07,26.83008581133031,26.8662449566286,26.61313093954058,26.649290084838867,196400,7,1,36,9,1993
1993-09-08,26.649300639527116,26.649300639527116,26.37810694238132,26.558902740478516,269900,8,2,36,9,1993
1993-09-09,26.450425791999567,26.631221593722053,26.450425791999567,26.613142013549805,239200,9,3,36,9,1993
1993-09-10,26.685462627988873,26.86625844525167,26.649303464536313,26.84817886352539,106500,10,4,36,9,1993
1993-09-13,26.93856164873208,26.93856164873208,26.866243362426758,26.866243362426758,66900,13,0,37,9,1993
1993-09-14,26.793939237336854,26.793939237336854,26.66738216941421,26.757780075073242,184500,14,1,37,9,1993
1993-09-15,26.64929192278263,26.848167235639217,26.558894053302364,26.830087661743164,101000,15,2,37,9,1993
1993-09-16,26.79393314573213,26.81201272275354,26.70353526062507,26.721614837646484,54300,16,3,37,9,1993
1993-09-17,26.70618807179866,26.724380298005606,26.63341916697087,26.669803619384766,200900,17,4,37,9,1993
1993-09-20,26.70618343222092,26.760760101360336,26.451492309570312,26.451492309570312,57800,20,0,38,9,1993
1993-09-21,26.48787257982337,26.52425702018027,26.087643735897466,26.36052703857422,318200,21,1,38,9,1993
1993-09-22,26.451498479405796,26.61522852501422,26.415114024826146,26.57884407043457,439700,22,2,38,9,1993
1993-09-23,26.651624902890116,26.742586080033085,26.61524043203293,26.724393844604492,88500,23,3,38,9,1993
1993-09-24,26.68798623068748,26.706178450340296,26.615217352076197,26.651601791381836,53500,24,4,38,9,1993
1993-09-27,26.851723052133668,26.942684173583984,26.851723052133668,26.942684173583984,274600,27,0,39,9,1993
1993-09-28,26.960880021442417,26.960880021442417,26.869918887766836,26.888111114501953,158300,28,1,39,9,1993
1993-09-29,26.888120359898586,26.960889291860422,26.76077472896537,26.79715919494629,221000,29,2,39,9,1993
1993-09-30,26.797151374816895,26.85172805786133,26.687998008728027,26.74257469177246,99300,30,3,39,9,1993
1993-10-01,26.706196365924647,26.906310916350513,26.669811902210853,26.86992645263672,22700,1,4,39,10,1993
1993-10-04,26.906301498413086,26.906301498413086,26.833532596456593,26.906301498413086,1038500,4,0,40,10,1993
1993-10-05,26.9608876119212,26.9608876119212,26.778965293352233,26.86992645263672,436500,5,1,40,10,1993
1993-10-06,26.88810716541156,26.997260509790767,26.851722717285156,26.851722717285156,209200,6,2,40,10,1993
1993-10-07,26.888103065283403,26.888103065283403,26.760757516259734,26.778949737548828,59400,7,3,40,10,1993
1993-10-08,26.851728312519544,26.869920540373556,26.61522935041741,26.815343856811523,54400,8,4,40,10,1993
1993-10-11,26.86992645263672,26.92450314820741,26.86992645263672,26.86992645263672,467100,11,0,41,10,1993
1993-10-12,26.906301498413086,26.92449372390221,26.888109272923963,26.906301498413086,26200,12,1,41,10,1993
1993-10-13,26.92449372390221,26.92449372390221,26.86991704743484,26.906301498413086,139100,13,2,41,10,1993
1993-10-14,27.0154466361643,27.25194549560547,26.94267775633625,27.25194549560547,108100,14,3,41,10,1993
1993-10-15,27.37930113575848,27.452070042431593,27.30653222908537,27.397493362426758,1502500,15,4,41,10,1993
1993-10-18,27.379304699192986,27.379304699192986,27.288343554012943,27.32472801208496,722400,18,0,42,10,1993
1993-10-19,27.288335189972845,27.34291186035279,27.124605178833008,27.124605178833008,880100,19,1,42,10,1993
1993-10-20,27.215570254367385,27.215570254367385,27.10641689773222,27.160993576049805,230400,20,2,42,10,1993
1993-10-21,27.179181849212952,27.179181849212952,27.088220731913044,27.124605178833008,56200,21,3,42,10,1993
1993-10-22,27.16099682394064,27.270150193628275,26.99726676940918,26.99726676940918,390700,22,4,42,10,1993
1993-10-25,27.015457345593358,27.106418481437107,26.94268843691836,27.07003402709961,114500,25,0,43,10,1993
1993-10-26,27.051830291748047,27.0700225111776,26.96086919460027,27.051830291748047,186200,26,1,43,10,1993
1993-10-27,27.015457345593358,27.088226254268356,27.015457345593358,27.07003402709961,118400,27,2,43,10,1993
1993-10-28,27.106409702720924,27.342908579321843,27.106409702720924,27.270139694213867,129600,28,3,43,10,1993
1993-10-29,27.251947472936873,27.28833191549086,27.23375525165988,27.270139694213867,80700,29,4,43,10,1993
1993-11-01,27.233746031801147,27.36109153762787,27.233746031801147,27.342899322509766,36400,1,0,44,11,1993
1993-11-02,27.30653578304895,27.36111247015698,27.160997950760883,27.32472801208496,262100,2,1,44,11,1993
1993-11-03,27.306521072953597,27.306521072953597,26.8517155920583,26.979061126708984,479100,3,2,44,11,1993
1993-11-04,26.979081171421917,26.979081171421917,26.669813214635557,26.688005447387695,130400,4,3,44,11,1993
1993-11-05,26.61522935041741,26.815343856811523,26.506075983293343,26.815343856811523,363200,5,4,44,11,1993
1993-11-08,26.833530493221957,26.924491613537963,26.76076159696915,26.851722717285156,367600,8,0,45,11,1993
1993-11-09,27.03365653934879,27.051848771205687,26.85173422077982,26.86992645263672,246900,9,1,45,11,1993
1993-11-10,26.86991952824336,27.07003402709961,26.797150619568363,27.07003402709961,46500,10,2,45,11,1993
1993-11-11,27.070035682534275,27.142804595659367,26.979074541127908,26.99726676940918,88900,11,3,45,11,1993
1993-11-12,27.05183628499308,27.215566296132916,27.0336440615331,27.124605178833008,108200,12,4,45,11,1993
1993-11-15,27.179176043824064,27.179176043824064,27.033638287230627,27.106407165527344,243300,15,0,46,11,1993
1993-11-16,27.16098432470817,27.251945424255084,27.051831005251877,27.233753204345703,492600,16,1,46,11,1993
1993-11-17,27.25196403877458,27.25196403877458,27.015465018411383,27.088233947753906,39600,17,2,46,11,1993
1993-11-18,27.05184924706867,27.106425943599405,26.942695854007194,27.015464782714844,240800,18,3,46,11,1993
1993-11-19,26.924467254103273,26.99723608451977,26.90627504649915,26.960851669311523,106000,19,4,46,11,1993
1993-11-22,26.888120359898586,26.906312592889044,26.706198029993995,26.79715919494629,165300,22,0,47,11,1993
1993-11-23,26.942684173583984,26.96087639787405,26.797146379263477,26.942684173583984,89700,23,1,47,11,1993
1993-11-24,27.015445852888934,27.0700225111776,26.979061414029825,27.051830291748047,77200,24,2,47,11,1993
1993-11-26,27.124610708605857,27.124610708605857,27.05184179993086,27.07003402709961,1019800,26,4,47,11,1993
1993-11-29,27.14277374535276,27.197350368165132,26.960851669311523,26.960851669311523,517500,29,0,48,11,1993
1993-11-30,26.942676688237363,27.106406661359667,26.92448446900155,26.979061126708984,230000,30,1,48,11,1993
1993-12-01,27.12461817577632,27.14281040795323,27.015464782714844,27.015464782714844,379200,1,2,48,12,1993
1993-12-02,27.070041715418274,27.106426180089535,27.015465018411383,27.088233947753906,352000,2,3,48,12,1993
1993-12-03,27.070013591039142,27.197359085083008,27.070013591039142,27.197359085083008,306000,3,4,48,12,1993
1993-12-06,27.233764839172363,27.324725977579753,27.233764839172363,27.288341522216797,99500,6,0,49,12,1993
1993-12-07,27.28833191549086,27.306524136767855,27.23375525165988,27.270139694213867,88800,7,1,49,12,1993
1993-12-08,27.270139694213867,27.270139694213867,27.23375525165988,27.270139694213867,146700,8,2,49,12,1993
1993-12-09,27.270154652984907,27.306539115497227,27.14280903419178,27.1791934967041,416500,9,3,49,12,1993
1993-12-10,27.197374072672936,27.197374072672936,27.07002850845306,27.124605178833008,412900,10,4,49,12,1993
1993-12-13,27.124611473083498,27.288341522216797,27.08822701772054,27.288341522216797,273200,13,0,50,12,1993
1993-12-14,27.30654073578147,27.30654073578147,27.088233947753906,27.088233947753906,41900,14,1,50,12,1993
1993-12-15,27.124599169466265,27.14279138889582,27.051830291748047,27.051830291748047,82600,15,2,50,12,1993
1993-12-16,27.160997328106266,27.160997328106266,27.106420642249386,27.142805099487305,78200,16,3,50,12,1993
1993-12-17,27.20037790592885,27.31027842272048,27.182061153130242,27.291961669921875,104700,17,4,50,12,1993
1993-12-20,27.273659179421596,27.34692622892978,27.25534241704455,27.328609466552734,68800,20,0,51,12,1993
1993-12-21,27.291963124483644,27.291963124483644,27.200379355609538,27.23701286315918,205700,21,1,51,12,1993
1993-12-22,27.310278848560156,27.43849612014964,27.25532858930752,27.42017936706543,410300,22,2,51,12,1993
1993-12-23,27.40185546875,27.456805713673962,27.365221972134023,27.40185546875,533800,23,3,51,12,1993
1993-12-27,27.40187252328751,27.54840660095215,27.40187252328751,27.54840660095215,447100,27,0,52,12,1993
1993-12-28,27.530095981934565,27.621679800903078,27.511779218140862,27.603363037109375,880600,28,1,52,12,1993
1993-12-29,27.62166359226569,27.63998034531096,27.548396580084614,27.566713333129883,266700,29,2,52,12,1993
1993-12-30,27.548399494519785,27.548399494519785,27.40186545465532,27.456815719604492,219900,30,3,52,12,1993
1993-12-31,27.51176605889815,27.54839956896326,27.291964998507485,27.31028175354004,312900,31,4,52,12,1993
1994-01-03,27.310279878258466,27.346913385808108,27.200379355609538,27.23701286315918,960900,3,0,1,1,1994
1994-01-04,27.2736586872875,27.346925735473633,27.237025163194435,27.346925735473633,164300,4,1,1,1,1994
1994-01-05,27.38353872044201,27.42017221705799,27.273638230594084,27.40185546875,710900,5,2,1,1,1994
1994-01-06,27.438488965365973,27.456805713673962,27.365221972134023,27.40185546875,201000,6,3,1,1,1994
1994-01-07,27.456812814858267,27.585030086175152,27.383545802677194,27.566713333129883,775500,7,4,1,1,1994
1994-01-10,27.603353315016506,27.896421432495117,27.530086285646853,27.896421432495117,593700,10,0,2,1,1994
1994-01-11,27.878106142345228,27.878106142345228,27.749888834200405,27.841472625732422,295200,11,1,2,1,1994
1994-01-12,27.859801415169592,27.859801415169592,27.65831698678901,27.749900817871094,158400,12,2,2,1,1994
1994-01-13,27.6766357421875,27.73158604478615,27.640002207121732,27.6766357421875,244300,13,3,2,1,1994
1994-01-14,27.76818990487367,27.841456896707108,27.76818990487367,27.78650665283203,137200,14,4,2,1,1994
1994-01-17,27.78650665283203,27.82314014874875,27.73155640895695,27.78650665283203,17700,17,0,3,1,1994
1994-01-18,27.82315444946289,27.859787964208728,27.768204177344135,27.82315444946289,166400,18,1,3,1,1994
1994-01-19,27.786534350303924,27.823167882736758,27.694950519221845,27.749900817871094,200800,19,2,3,1,1994
1994-01-20,27.786520934717053,27.84147120683581,27.768204177344135,27.82315444946289,281100,20,3,3,1,1994
1994-01-21,27.859793261676476,27.859793261676476,27.749892696541657,27.76820945739746,85600,21,4,3,1,1994
1994-01-24,27.74988226227413,27.878099540053615,27.65829849243164,27.65829849243164,373800,24,0,4,1,1994
1994-01-25,27.67661524640014,27.694932000368638,27.603348230526148,27.65829849243164,310400,25,1,4,1,1994
1994-01-26,27.658306068914257,27.749889863844437,27.621672550942186,27.7315731048584,145100,26,2,4,1,1994
1994-01-27,27.786518463913684,28.02463628858796,27.749884952425333,27.98800277709961,344500,27,3,4,1,1994
1994-01-28,28.09789945189075,28.152849711575023,28.06126594543457,28.06126594543457,356500,28,4,4,1,1994
1994-01-31,28.17118016636688,28.31771426346112,28.134546642093323,28.26276397705078,313800,31,0,5,1,1994
1994-02-01,28.226122925102903,28.226122925102903,28.07958886708809,28.116222381591797,303600,1,1,5,2,1994
1994-02-02,28.207801300345114,28.29938507080078,28.189484546253983,28.29938507080078,307600,2,2,5,2,1994
1994-02-03,28.244440125861,28.244440125861,28.079589308005783,28.171173095703125,466100,3,3,5,2,1994
1994-02-04,28.171165222655276,28.20779872749618,27.530078887939453,27.530078887939453,1403200,4,4,5,2,1994
1994-02-07,27.456814198778165,27.731565508305632,27.456814198778165,27.65829849243164,516400,7,0,6,2,1994
1994-02-08,27.713269277253268,27.713269277253268,27.566735136990197,27.6766357421875,188200,8,1,6,2,1994
1994-02-09,27.69492291304023,27.80482340079039,27.65828941712351,27.78650665283203,144600,9,2,6,2,1994
